percentage,concepts,secs
50.0,91,509.25
49.0,78,799.0
77.0,66,1187.4
37.0,2,196.52
21.0,6,485.84
1.0,57,18.51
1.0,32,10.94
2.0,53,19.33
3.0,32,23.63
2.0,30,16.62
2.0,31,11.15
24.0,21,125.0
25.0,66,387.41
27.0,58,423.99
24.0,66,456.18
22.0,70,487.21
31.0,64,322.54
30.0,53,386.3
21.0,66,417.02
20.0,49,338.98
9.0,63,96.52
5.0,50,102.79
3.0,69,52.95
5.0,82,74.29
44.0,5,99.2
38.0,7,75.46
40.0,4,73.75
46.0,6,77.95
48.0,7,98.87
45.0,10,112.7
45.0,8,104.49
41.0,15,198.2
32.0,5,104.94
39.0,8,94.0
45.0,8,103.2
47.0,10,81.68
42.0,16,344.92
34.0,13,225.39
43.0,12,148.16
35.0,23,209.59
39.0,12,198.58
45.0,6,73.42
53.0,10,158.79
39.0,18,244.32
45.0,12,163.12
37.0,16,272.28
35.0,10,185.31
32.0,18,240.62
39.0,8,169.04
42.0,8,92.58
36.0,30,225.27
47.0,8,138.77
53.0,3,97.6
40.0,10,126.83
34.0,12,216.34
58.0,4,54.24
37.0,15,207.26
39.0,9,130.33
25.0,29,382.96
22.0,22,211.42
35.0,17,182.07
33.0,14,153.65
31.0,21,165.43
47.0,51,732.5
23.0,43,465.0
0.0,53,5.0
23.0,13,484.41
38.0,10,201.96
39.0,18,201.42
39.0,16,231.41
15.0,27,312.82
29.0,5,217.08
12.0,29,63.68
10.0,3,48.67
25.0,8,193.75
26.0,11,117.67
12.0,17,50.81
21.0,16,186.85
18.0,19,87.6
21.0,8,142.83
45.0,7,159.23
32.0,12,222.33
29.0,16,309.97
36.0,10,281.31
31.0,16,189.62
38.0,3,104.49
30.0,3,308.42
17.0,17,170.0
24.0,9,144.0
28.0,49,257.93
29.0,11,321.2
11.0,7,158.99
22.0,16,212.26
38.0,14,743.68
23.0,5,180.8
15.0,4,143.8
6.0,1,111.08
17.0,6,237.48
46.0,9,432.0
29.0,26,459.15
61.0,6,118.0
49.0,5,318.0
48.0,2,430.0
60.0,1,216.5
55.0,3,258.0
26.0,3,274.06
15.0,60,355.39
32.0,33,253.69
37.0,27,370.09
30.0,33,308.52
31.0,45,536.05
22.0,13,497.25
7.0,11,24.84
11.0,52,193.87
42.0,32,437.75
44.0,24,505.12
15.0,33,288.08
26.0,13,229.58
22.0,7,133.6
22.0,2,422.46
34.0,4,227.11
37.0,1,298.6
38.0,2,80.82
36.0,6,377.85
18.0,8,191.86
27.0,19,322.58
21.0,24,221.86
20.0,4,137.25
28.0,4,184.65
44.0,4,68.48
26.0,1,147.37
24.0,1,172.94
16.0,1,183.66
22.0,2,174.46
19.0,36,152.2
32.0,16,236.55
20.0,25,511.84
28.0,32,297.36
32.0,20,269.06
27.0,13,155.31
39.0,18,187.8
33.0,17,219.65
33.0,25,319.55
36.0,21,214.87
40.0,11,133.11
25.0,4,192.59
29.0,1,195.88
17.0,4,185.53
27.0,3,257.66
24.0,5,267.59
26.0,5,202.03
25.0,5,179.02
28.0,11,249.38
31.0,18,262.93
23.0,21,296.82
2.0,10,9.25
1.0,9,9.83
0.0,9,6.28
26.0,44,377.38
29.0,35,285.94
13.0,48,207.99
41.0,23,430.17
40.0,8,253.33
18.0,6,138.23
24.0,19,167.6
22.0,17,225.89
39.0,13,77.75
39.0,8,82.19
34.0,17,139.6
52.0,8,47.3
35.0,10,141.97
40.0,4,32.88
34.0,24,222.37
42.0,16,156.11
40.0,14,192.64
34.0,18,169.46
39.0,15,167.15
46.0,11,217.76
46.0,15,196.88
39.0,20,323.62
36.0,17,157.1
27.0,25,277.57
36.0,14,188.82
26.0,18,170.98
31.0,21,159.71
39.0,14,142.04
31.0,18,180.8
40.0,12,82.95
41.0,12,94.59
36.0,15,227.91
39.0,7,113.16
35.0,12,124.02
32.0,16,218.09
50.0,11,139.29
43.0,19,155.74
38.0,22,110.25
35.0,14,120.95
39.0,10,155.18
39.0,16,268.66
45.0,5,109.99
44.0,8,146.89
41.0,12,154.17
37.0,12,183.38
40.0,11,108.79
42.0,11,122.99
49.0,6,98.87
42.0,8,109.99
33.0,16,175.54
38.0,6,79.64
41.0,12,149.53
40.0,17,192.05
34.0,25,260.74
42.0,9,88.63
41.0,17,141.44
48.0,8,150.86
38.0,10,118.82
42.0,8,133.46
41.0,15,110.76
45.0,9,101.79
7.0,17,106.89
20.0,11,226.25
32.0,27,238.18
25.0,26,472.58
10.0,19,76.22
21.0,53,333.68
31.0,29,242.0
33.0,40,382.0
31.0,37,534.9
27.0,40,339.0
33.0,46,344.75
28.0,32,187.62
3.0,18,32.73
3.0,19,10.57
2.0,26,13.38
8.0,1,40.81
4.0,7,35.46
2.0,6,30.75
2.0,5,24.19
25.0,10,342.9
37.0,4,257.13
34.0,10,192.23
1.0,2,12.49
1.0,4,13.41
1.0,6,14.45
40.0,1,403.36
62.0,2,107.0
4.0,4,32.86
7.0,8,28.95
10.0,5,27.46
26.0,67,336.5
27.0,41,262.02
26.0,64,284.97
17.0,20,341.59
8.0,9,97.05
13.0,7,89.34
10.0,13,90.06
39.0,26,217.27
14.0,18,144.59
10.0,27,126.02
9.0,46,116.4
9.0,46,146.28
33.0,18,285.56
46.0,5,114.35
41.0,13,161.26
57.0,10,138.48
30.0,21,295.71
32.0,43,465.5
28.0,32,338.13
30.0,34,259.73
17.0,48,232.38
19.0,18,399.62
24.0,25,370.61
24.0,22,377.23
25.0,7,295.58
24.0,35,486.16
43.0,4,95.94
19.0,5,354.4
25.0,31,567.43
2.0,4,25.44
6.0,2,24.57
15.0,2,19.9
3.0,5,22.23
3.0,1,24.84
6.0,1,17.41
2.0,3,18.06
1.0,11,18.47
1.0,7,15.65
1.0,4,14.52
9.0,4,12.73
22.0,2,205.84
26.0,2,45.62
16.0,1,74.11
12.0,4,122.9
12.0,5,95.21
20.0,1,61.0
8.0,4,92.22
5.0,7,84.64
14.0,2,100.11
19.0,2,188.99
17.0,8,103.66
29.0,1,42.51
22.0,2,73.77
14.0,7,106.66
4.0,3,113.01
9.0,3,74.15
6.0,16,104.9
12.0,6,97.54
11.0,2,67.22
20.0,3,70.03
19.0,6,97.47
11.0,6,96.67
20.0,2,124.35
27.0,1,175.61
25.0,3,153.62
34.0,1,88.1
14.0,3,111.65
29.0,2,104.5
24.0,3,83.55
18.0,4,56.93
19.0,2,110.11
23.0,6,173.04
33.0,6,98.23
6.0,6,78.94
8.0,3,43.75
5.0,8,32.47
16.0,4,63.78
9.0,3,56.91
13.0,3,49.34
18.0,2,130.12
15.0,2,118.55
17.0,2,121.22
6.0,1,59.41
8.0,2,51.1
4.0,4,62.8
20.0,37,287.53
12.0,74,258.49
32.0,45,352.96
26.0,78,421.96
20.0,49,253.17
31.0,29,204.14
17.0,49,246.12
21.0,48,364.93
32.0,1,240.98
22.0,1,177.65
8.0,4,80.43
21.0,3,92.93
27.0,4,326.98
11.0,16,253.81
22.0,34,421.62
32.0,7,217.12
9.0,3,74.7
32.0,3,230.8
26.0,9,280.0
19.0,2,224.91
26.0,13,360.13
18.0,15,219.96
21.0,6,119.78
22.0,6,377.37
35.0,23,300.37
15.0,15,190.75
27.0,8,160.98
24.0,5,299.23
7.0,21,181.04
16.0,6,223.33
39.0,12,179.05
8.0,7,59.13
0.0,33,5.91
14.0,44,325.1
30.0,34,469.93
28.0,37,270.79
26.0,58,265.01
18.0,4,429.2
24.0,2,355.08
25.0,59,290.23
32.0,35,284.26
23.0,47,315.25
32.0,15,226.99
29.0,12,355.79
33.0,11,241.22
30.0,7,256.51
36.0,16,291.01
43.0,7,246.5
30.0,7,295.06
20.0,44,248.98
38.0,35,356.59
56.0,7,456.47
21.0,6,153.07
4.0,3,49.83
2.0,76,52.23
2.0,92,46.87
3.0,47,26.88
13.0,89,415.14
27.0,28,242.13
25.0,7,119.48
28.0,7,335.94
16.0,23,459.85
2.0,17,17.92
28.0,4,282.13
8.0,1,63.59
23.0,56,233.38
27.0,32,118.59
38.0,19,80.71
22.0,44,249.39
36.0,21,120.22
27.0,33,187.21
19.0,25,203.58
19.0,31,237.97
29.0,10,165.85
39.0,11,119.68
19.0,53,267.54
36.0,24,122.82
27.0,30,244.84
22.0,45,249.83
25.0,21,303.01
20.0,58,384.56
39.0,5,151.92
29.0,9,317.09
24.0,1,155.18
24.0,61,334.87
9.0,62,173.61
20.0,7,212.53
25.0,3,354.74
25.0,76,453.67
25.0,43,345.49
5.0,1,56.72
40.0,2,427.16
3.0,4,19.26
38.0,5,26.08
19.0,49,221.49
10.0,11,95.41
6.0,26,114.75
9.0,20,106.19
33.0,1,143.72
25.0,4,167.86
39.0,2,291.31
10.0,13,135.6
14.0,5,90.28
11.0,4,73.26
24.0,1,86.17
5.0,3,53.63
13.0,3,154.8
35.0,38,383.39
26.0,42,756.99
8.0,38,124.06
18.0,36,298.24
0.0,28,11.39
0.0,30,10.07
18.0,48,143.07
28.0,42,231.87
27.0,39,152.0
20.0,36,403.56
23.0,64,568.21
27.0,23,432.74
18.0,29,399.87
32.0,14,358.34
34.0,16,298.7
19.0,71,296.47
22.0,28,310.96
6.0,10,86.93
4.0,11,70.16
27.0,4,187.69
5.0,1,50.39
25.0,25,376.73
16.0,51,344.16
22.0,31,320.16
47.0,10,139.04
27.0,16,194.54
22.0,23,315.27
3.0,25,46.73
35.0,8,44.57
10.0,10,68.54
21.0,44,381.92
15.0,18,295.01
11.0,13,102.18
27.0,15,225.04
8.0,19,150.0
13.0,26,236.3
35.0,1,352.32
6.0,39,255.07
13.0,20,129.67
7.0,28,143.13
43.0,24,235.98
33.0,5,66.49
3.0,2,46.27
3.0,2,42.14
1.0,3,25.8
1.0,4,26.99
14.0,10,276.08
28.0,2,487.52
1.0,3,24.91
5.0,1,19.21
2.0,2,22.23
29.0,2,125.01
7.0,1,105.27
8.0,25,86.15
14.0,17,151.75
9.0,29,147.46
13.0,6,74.12
46.0,9,50.23
26.0,49,285.2
35.0,21,166.79
21.0,49,289.16
12.0,42,72.37
4.0,44,103.05
23.0,27,133.32
34.0,4,76.16
13.0,3,63.07
25.0,14,250.81
14.0,16,302.96
23.0,17,280.02
15.0,13,545.14
13.0,6,224.1
32.0,8,303.12
14.0,16,363.87
20.0,19,428.65
20.0,11,314.03
11.0,35,210.01
24.0,20,255.14
36.0,3,258.11
28.0,4,217.03
27.0,8,70.09
5.0,1,5.0
31.0,10,64.22
14.0,8,134.84
2.0,6,22.73
31.0,13,123.22
25.0,8,123.54
24.0,21,264.73
28.0,20,249.39
26.0,7,92.05
23.0,24,219.08
30.0,4,111.08
19.0,20,131.66
26.0,21,216.39
19.0,19,139.7
19.0,12,99.43
33.0,8,164.04
30.0,5,235.57
31.0,5,286.76
6.0,25,111.37
11.0,17,196.32
18.0,42,454.27
42.0,2,80.0
52.0,10,218.75
51.0,12,331.0
54.0,18,346.5
30.0,20,126.25
36.0,18,160.4
52.0,13,344.6
37.0,16,259.5
51.0,13,269.0
26.0,32,589.27
26.0,13,552.68
31.0,13,570.05
24.0,10,399.9
21.0,33,252.15
27.0,45,294.72
41.0,13,88.53
37.0,16,151.85
36.0,17,203.73
16.0,49,244.91
22.0,20,193.37
33.0,10,183.73
24.0,56,612.55
26.0,48,195.0
31.0,44,188.3
34.0,25,209.36
33.0,25,84.38
38.0,41,156.52
47.0,40,355.35
31.0,51,270.93
39.0,48,285.18
30.0,60,319.25
31.0,50,233.34
4.0,39,67.98
9.0,24,81.25
25.0,20,129.15
32.0,33,197.55
21.0,59,309.03
4.0,51,95.26
12.0,35,88.33
27.0,39,420.45
15.0,41,124.24
11.0,48,82.57
27.0,37,333.34
23.0,38,206.89
27.0,44,253.35
14.0,32,110.75
26.0,7,295.2
53.0,5,1010.7
10.0,6,322.5
13.0,23,358.1
9.0,23,113.4
56.0,15,402.4
53.0,5,910.1
20.0,2,172.5
2.0,1,30.0
29.0,30,336.87
26.0,15,423.87
6.0,25,83.14
10.0,8,138.9
16.0,13,207.29
29.0,13,331.52
31.0,16,283.21
28.0,21,305.13
49.0,15,405.66
29.0,32,363.55
23.0,36,329.35
39.0,21,324.73
31.0,21,444.92
4.0,17,43.97
27.0,10,271.12
34.0,10,215.96
49.0,18,354.15
18.0,10,127.59
36.0,11,534.27
30.0,4,395.52
40.0,8,485.36
30.0,6,189.36
10.0,13,253.91
32.0,11,257.22
30.0,54,243.29
22.0,40,348.98
30.0,30,364.75
8.0,108,170.87
29.0,15,96.23
24.0,17,111.81
19.0,24,152.4
17.0,40,121.84
3.0,99,118.51
7.0,47,95.89
23.0,24,112.01
14.0,37,150.15
29.0,25,179.15
15.0,37,102.01
27.0,31,173.64
10.0,63,128.32
26.0,86,574.81
22.0,91,505.34
7.0,11,35.95
3.0,16,30.82
1.0,28,12.63
1.0,26,10.62
1.0,27,10.56
1.0,22,10.4
2.0,13,9.6
1.0,21,8.57
1.0,22,11.48
0.0,93,11.45
33.0,39,325.01
37.0,42,244.91
23.0,61,214.31
22.0,17,337.91
4.0,22,58.79
4.0,24,87.53
11.0,20,293.74
16.0,14,261.62
6.0,4,40.03
33.0,30,195.1
43.0,27,164.68
36.0,75,426.49
22.0,56,231.2
21.0,27,275.81
14.0,57,152.53
6.0,50,87.38
16.0,31,116.2
11.0,56,142.49
11.0,47,139.51
24.0,44,178.02
12.0,54,158.47
7.0,105,155.86
13.0,6,59.45
15.0,24,110.2
6.0,12,49.57
1.0,8,10.0
15.0,2,149.56
14.0,29,262.46
19.0,9,268.08
53.0,11,737.0
45.0,31,695.0
12.0,41,274.49
35.0,9,170.98
36.0,19,425.74
18.0,9,290.09
12.0,16,260.07
1.0,11,6.75
10.0,37,55.52
28.0,15,394.89
10.0,9,93.85
6.0,32,92.56
20.0,5,94.29
15.0,24,92.53
24.0,13,205.94
13.0,8,527.83
25.0,8,361.57
9.0,47,173.56
8.0,1,60.0
19.0,36,294.42
29.0,2,135.02
25.0,24,343.05
31.0,4,177.77
29.0,13,387.26
41.0,6,251.0
43.0,9,259.06
53.0,3,209.49
37.0,6,444.82
0.0,10,5.35
0.0,11,5.08
0.0,9,5.42
0.0,12,5.3
1.0,10,5.62
0.0,10,5.54
1.0,7,5.66
0.0,8,5.12
33.0,5,132.11
36.0,10,200.73
31.0,7,329.36
45.0,8,475.7
29.0,15,260.51
38.0,4,370.55
1.0,4,6.2
1.0,5,5.42
36.0,6,322.05
31.0,9,290.35
38.0,12,256.91
34.0,9,249.83
39.0,13,288.01
31.0,11,270.51
41.0,12,248.13
26.0,1,260.39
30.0,6,254.8
28.0,29,177.86
10.0,3,104.87
10.0,5,80.35
9.0,6,100.74
7.0,12,101.34
8.0,13,96.44
16.0,12,119.83
21.0,11,772.18
23.0,5,866.5
37.0,8,491.02
37.0,2,211.28
14.0,18,106.5
15.0,1,165.77
20.0,1,305.48
21.0,16,120.32
12.0,8,61.19
58.0,10,334.5
31.0,2,167.4
5.0,16,45.93
17.0,11,145.87
6.0,2,35.78
1.0,2,24.11
3.0,5,17.85
9.0,1,93.15
26.0,15,377.93
27.0,14,292.14
25.0,1,213.26
18.0,22,566.29
27.0,25,449.25
12.0,20,329.33
12.0,29,364.72
43.0,39,1079.53
12.0,23,131.07
16.0,46,434.04
29.0,28,354.42
26.0,27,709.0
33.0,30,768.5
51.0,25,693.0
15.0,58,205.48
1.0,50,15.78
17.0,89,529.64
5.0,10,63.14
6.0,16,68.97
18.0,14,146.5
8.0,27,107.28
12.0,28,157.06
11.0,23,121.25
10.0,29,126.45
13.0,35,141.5
19.0,14,133.23
27.0,17,247.33
46.0,17,429.53
51.0,24,669.75
23.0,10,415.0
6.0,10,113.35
39.0,13,548.0
41.0,3,407.5
46.0,2,285.0
30.0,3,356.06
28.0,10,397.31
22.0,18,314.75
34.0,7,467.67
14.0,2,145.0
22.0,41,207.27
27.0,34,299.89
27.0,58,356.59
31.0,36,351.55
31.0,48,237.15
32.0,45,457.4
60.0,29,513.0
28.0,83,499.63
30.0,29,340.88
25.0,36,281.78
7.0,4,20.69
2.0,25,12.8
1.0,33,12.68
37.0,4,56.81
37.0,6,51.88
24.0,17,215.33
11.0,19,215.02
1.0,26,14.02
38.0,8,87.1
44.0,7,52.84
12.0,17,154.5
50.0,11,318.5
34.0,10,253.33
25.0,7,175.0
31.0,35,376.42
11.0,25,112.99
16.0,23,146.31
17.0,14,124.48
14.0,34,148.47
18.0,22,139.84
23.0,21,236.8
29.0,18,360.76
35.0,2,218.41
36.0,5,343.47
25.0,5,309.06
29.0,2,225.62
48.0,1,439.0
2.0,14,19.0
2.0,15,24.11
2.0,14,21.8
2.0,27,31.9
1.0,38,26.91
4.0,6,19.97
4.0,8,23.9
41.0,1,301.33
48.0,1,371.1
31.0,1,244.3
1.0,14,10.24
1.0,23,11.92
0.0,12,10.18
0.0,22,11.19
46.0,2,364.27
30.0,2,243.1
29.0,3,157.83
43.0,3,222.76
44.0,2,237.9
47.0,3,280.3
47.0,3,259.32
26.0,11,235.58
37.0,16,255.65
37.0,1,142.43
34.0,2,68.66
31.0,14,156.1
22.0,22,273.76
26.0,21,358.43
29.0,34,514.19
44.0,7,122.58
1.0,6,36.12
1.0,14,28.54
5.0,11,26.18
29.0,4,422.99
28.0,15,124.28
26.0,22,198.66
20.0,25,157.94
28.0,28,351.24
2.0,32,51.7
18.0,7,121.44
17.0,6,112.32
19.0,35,218.29
22.0,19,232.03
19.0,25,175.52
32.0,17,272.79
36.0,16,118.96
31.0,16,122.15
35.0,17,112.88
18.0,11,235.61
41.0,3,135.4
32.0,9,218.77
31.0,6,247.04
31.0,8,251.27
44.0,7,339.98
23.0,10,182.76
2.0,5,26.69
2.0,5,42.05
2.0,2,27.54
13.0,38,718.68
11.0,9,104.5
20.0,14,260.57
1.0,47,11.97
1.0,33,8.05
2.0,23,10.04
1.0,47,13.47
19.0,58,248.43
38.0,1,83.59
21.0,41,352.8
18.0,41,469.04
27.0,16,354.48
38.0,25,252.87
30.0,34,307.94
31.0,26,253.29
40.0,20,194.97
34.0,15,276.96
35.0,17,264.2
26.0,13,436.75
2.0,22,20.42
22.0,23,297.62
22.0,22,225.5
24.0,16,196.88
15.0,21,146.9
26.0,21,324.14
20.0,32,541.21
26.0,29,592.66
24.0,22,669.62
19.0,14,204.85
38.0,6,221.31
27.0,19,247.12
4.0,40,51.0
33.0,33,310.0
10.0,53,112.5
26.0,7,163.65
28.0,3,150.12
1.0,6,10.74
1.0,13,22.92
1.0,15,12.24
23.0,12,703.04
45.0,2,293.07
37.0,8,343.8
32.0,6,292.25
42.0,2,79.27
22.0,14,292.78
39.0,7,225.6
40.0,4,286.94
33.0,5,172.71
40.0,5,386.29
35.0,2,249.51
49.0,6,257.36
50.0,6,362.33
38.0,5,230.05
36.0,5,158.52
33.0,4,412.03
3.0,1,74.75
2.0,14,41.39
10.0,4,117.56
3.0,12,91.16
4.0,9,68.47
9.0,9,56.33
18.0,2,50.85
29.0,1,41.72
4.0,7,81.82
11.0,12,167.18
8.0,1,104.61
11.0,7,85.06
4.0,6,41.9
27.0,29,385.76
34.0,17,199.1
35.0,20,142.84
11.0,36,203.12
29.0,18,373.03
26.0,12,433.98
28.0,13,299.87
32.0,16,186.37
23.0,7,243.76
29.0,4,393.1
29.0,31,129.37
29.0,45,366.73
29.0,41,316.6
18.0,44,311.83
18.0,41,250.48
27.0,58,380.67
9.0,81,147.0
33.0,54,349.0
8.0,21,33.33
33.0,9,113.26
19.0,18,248.81
11.0,34,124.31
28.0,73,479.56
28.0,76,495.81
54.0,7,41.1
28.0,36,268.52
20.0,25,279.73
12.0,32,146.1
31.0,20,221.7
39.0,14,336.04
34.0,8,125.83
30.0,9,150.44
20.0,10,111.24
28.0,4,184.7
30.0,9,273.14
20.0,30,239.77
33.0,1,87.43
30.0,18,225.33
19.0,15,449.28
27.0,9,409.72
42.0,4,220.37
39.0,5,180.23
39.0,8,105.17
36.0,16,121.08
35.0,14,286.95
42.0,14,239.81
53.0,9,136.12
39.0,15,110.22
38.0,9,150.15
44.0,9,111.18
36.0,15,218.12
46.0,11,85.11
44.0,17,124.0
35.0,13,198.12
34.0,20,178.68
37.0,14,165.13
45.0,13,77.63
32.0,11,145.49
61.0,3,64.78
38.0,12,205.18
47.0,9,174.53
40.0,17,260.98
50.0,9,141.75
42.0,13,185.33
49.0,14,110.93
42.0,11,116.44
28.0,20,244.92
37.0,16,131.34
42.0,17,183.53
52.0,6,122.47
46.0,12,144.64
35.0,19,169.67
46.0,13,167.77
55.0,7,85.41
44.0,15,183.07
49.0,11,191.61
22.0,10,143.15
24.0,10,217.9
27.0,14,205.0
51.0,6,306.5
48.0,13,370.6
29.0,8,163.05
26.0,18,214.35
21.0,27,218.86
43.0,15,202.04
13.0,19,191.63
44.0,16,128.17
33.0,14,368.4
31.0,14,213.07
28.0,12,245.25
31.0,4,305.02
25.0,17,186.78
23.0,10,196.49
22.0,12,217.06
25.0,9,177.59
31.0,7,228.01
34.0,13,171.37
23.0,20,167.64
40.0,7,118.93
19.0,17,184.77
19.0,28,169.44
18.0,45,214.36
26.0,14,167.97
31.0,6,130.93
15.0,15,200.81
29.0,9,139.22
23.0,22,252.45
31.0,21,203.69
20.0,23,229.14
16.0,13,154.27
12.0,18,169.82
18.0,40,279.02
33.0,23,228.76
13.0,16,60.32
20.0,17,225.1
23.0,5,175.8
8.0,30,354.16
9.0,8,74.45
3.0,29,63.96
16.0,11,139.35
25.0,51,427.7
20.0,27,282.9
22.0,18,183.98
28.0,22,181.8
26.0,18,183.1
26.0,27,304.21
30.0,30,216.87
14.0,55,322.83
11.0,42,275.13
31.0,20,557.67
16.0,26,243.69
8.0,91,144.09
7.0,41,52.62
9.0,56,99.66
17.0,58,254.9
26.0,51,201.86
24.0,46,186.36
23.0,46,603.04
34.0,20,535.79
32.0,13,256.04
24.0,4,259.44
26.0,2,449.94
27.0,5,353.86
23.0,4,409.39
27.0,2,230.01
18.0,17,441.89
27.0,10,347.98
22.0,13,345.73
20.0,20,706.8
22.0,13,440.45
12.0,4,131.46
19.0,8,254.71
12.0,21,154.64
19.0,36,314.68
34.0,24,356.0
46.0,16,152.41
37.0,22,146.93
49.0,30,349.4
44.0,19,437.28
30.0,23,518.86
35.0,10,149.54
37.0,25,177.01
40.0,27,217.43
27.0,16,196.9
28.0,14,180.09
24.0,11,146.6
26.0,18,231.19
16.0,16,182.99
17.0,15,178.85
5.0,1,30.53
8.0,33,75.31
23.0,61,614.67
15.0,33,398.19
30.0,54,386.5
32.0,36,405.68
43.0,8,31.02
78.0,5,47.53
33.0,35,478.65
11.0,16,81.04
17.0,51,286.39
32.0,6,91.24
16.0,9,188.7
17.0,119,465.06
15.0,119,481.32
18.0,68,324.37
16.0,49,361.02
3.0,15,67.45
25.0,29,408.85
14.0,3,146.41
2.0,7,23.09
3.0,21,26.83
3.0,2,20.84
3.0,2,19.44
2.0,2,21.74
18.0,1,15.71
13.0,3,18.36
3.0,2,17.94
1.0,7,21.86
4.0,3,18.9
2.0,4,14.05
16.0,50,516.6
40.0,7,67.99
12.0,102,416.79
10.0,39,371.3
26.0,12,374.61
40.0,38,305.38
24.0,24,320.03
26.0,2,191.25
17.0,37,134.07
23.0,15,160.95
14.0,27,209.36
48.0,42,247.3
22.0,67,282.06
28.0,41,305.02
1.0,36,12.44
1.0,19,8.74
1.0,37,12.8
1.0,31,9.91
18.0,10,95.19
3.0,8,5.32
1.0,33,7.77
24.0,2,121.57
1.0,4,8.8
18.0,47,248.44
13.0,21,94.01
9.0,48,83.73
14.0,11,147.77
22.0,30,376.8
52.0,9,340.19
2.0,11,53.81
25.0,17,322.23
50.0,49,474.0
55.0,32,426.0
32.0,42,208.74
14.0,67,164.0
17.0,16,243.25
32.0,12,292.29
20.0,26,308.77
13.0,15,151.67
57.0,10,370.67
29.0,12,236.45
41.0,17,309.44
40.0,21,418.68
16.0,18,145.64
18.0,65,824.16
17.0,45,468.24
24.0,24,221.83
21.0,15,100.15
24.0,26,330.9
27.0,1,157.71
32.0,11,228.87
23.0,19,295.99
16.0,27,180.5
32.0,7,284.96
38.0,5,382.33
34.0,3,290.36
26.0,5,501.41
33.0,5,465.67
24.0,11,359.48
8.0,40,164.51
21.0,14,186.48
16.0,27,236.53
15.0,18,147.55
21.0,17,190.88
2.0,8,27.91
7.0,5,73.31
40.0,2,152.85
5.0,18,135.08
14.0,6,65.68
9.0,6,45.61
4.0,23,44.09
5.0,6,56.68
6.0,4,42.93
19.0,33,193.5
17.0,22,277.83
6.0,9,72.62
9.0,11,95.45
9.0,7,61.88
8.0,14,119.37
12.0,8,93.95
29.0,52,394.52
32.0,48,413.12
29.0,40,308.8
1.0,15,5.0
9.0,24,183.37
20.0,24,236.12
24.0,29,304.46
24.0,7,99.17
11.0,6,124.82
11.0,6,90.73
15.0,1,67.84
4.0,6,60.0
5.0,2,43.95
11.0,6,62.65
13.0,4,80.56
23.0,4,161.46
20.0,3,106.13
27.0,4,205.78
52.0,5,96.0
30.0,18,181.22
23.0,23,277.0
31.0,20,130.54
27.0,31,211.28
33.0,26,264.38
32.0,9,241.11
45.0,11,213.59
39.0,21,233.65
34.0,20,269.32
33.0,44,400.86
28.0,25,221.55
16.0,17,164.87
21.0,10,186.58
33.0,6,274.16
4.0,18,113.78
12.0,6,87.97
4.0,3,22.37
3.0,7,31.9
45.0,10,393.65
53.0,1,343.35
44.0,10,536.5
45.0,14,498.75
48.0,2,372.25
47.0,3,316.65
29.0,22,307.6
29.0,22,461.5
31.0,27,374.6
54.0,23,505.0
16.0,15,143.06
17.0,23,226.78
22.0,36,336.4
24.0,29,310.63
24.0,23,231.16
18.0,24,334.16
27.0,31,372.13
37.0,18,314.95
57.0,2,204.4
43.0,14,157.7
26.0,26,195.58
23.0,20,205.52
14.0,7,155.67
11.0,11,84.78
22.0,4,492.72
5.0,13,97.32
17.0,60,231.54
31.0,38,148.56
18.0,4,142.08
1.0,34,34.52
11.0,8,44.01
22.0,5,417.41
27.0,2,330.1
17.0,10,159.12
14.0,13,147.3
51.0,16,309.85
30.0,5,357.41
8.0,24,105.86
32.0,21,247.6
25.0,29,313.06
11.0,3,185.49
4.0,4,35.0
35.0,15,178.32
12.0,7,72.4
3.0,21,57.85
5.0,20,42.61
3.0,13,36.62
5.0,16,39.04
4.0,8,36.36
3.0,18,61.01
8.0,13,95.04
30.0,32,304.59
35.0,39,341.59
5.0,34,40.49
13.0,43,83.97
18.0,2,178.8
35.0,1,369.3
18.0,46,365.22
4.0,7,85.74
2.0,11,46.69
3.0,12,58.85
2.0,19,35.3
19.0,9,133.2
3.0,13,51.55
25.0,6,396.98
19.0,3,113.28
20.0,15,367.5
11.0,6,109.32
20.0,2,88.19
28.0,17,177.88
31.0,4,164.48
37.0,29,450.06
28.0,65,493.43
19.0,35,248.78
23.0,51,348.18
26.0,39,286.1
23.0,26,207.27
25.0,42,220.12
30.0,47,264.58
32.0,20,184.58
26.0,49,322.63
35.0,51,345.66
31.0,29,202.83
8.0,5,22.45
9.0,1,179.2
23.0,8,841.63
27.0,37,232.83
3.0,10,105.88
16.0,6,179.38
10.0,18,110.57
7.0,42,142.17
6.0,7,73.1
12.0,7,83.14
10.0,4,207.09
12.0,5,97.87
2.0,15,45.6
6.0,11,71.25
20.0,11,102.36
2.0,5,45.52
33.0,29,254.12
7.0,3,11.89
14.0,2,11.56
2.0,18,15.17
22.0,8,394.62
28.0,8,532.2
23.0,13,376.1
46.0,6,535.71
16.0,15,216.77
43.0,1,63.42
34.0,8,208.33
29.0,19,390.02
15.0,55,873.01
28.0,15,263.98
29.0,24,291.25
32.0,7,256.32
27.0,97,321.46
30.0,18,358.03
8.0,28,120.55
33.0,10,524.87
33.0,4,324.54
24.0,12,385.27
41.0,6,348.43
32.0,5,298.15
7.0,32,100.0
