percentage,concepts,secs
24.0,5,294.93
23.0,14,399.16
14.0,6,118.79
0.0,16,5.59
0.0,57,5.73
21.0,23,334.1
1.0,1,8.6
39.0,9,151.19
61.0,7,331.5
24.0,16,290.0
23.0,30,242.22
20.0,27,161.5
26.0,6,210.93
1.0,13,16.63
52.0,3,412.4
40.0,4,157.86
30.0,15,609.31
25.0,3,291.69
41.0,3,271.69
15.0,2,154.83
21.0,2,205.39
39.0,3,48.0
47.0,1,179.0
35.0,6,130.0
47.0,7,110.0
53.0,12,283.0
50.0,10,208.0
29.0,6,95.0
2.0,5,5.51
2.0,3,5.64
20.0,39,255.96
50.0,24,601.52
10.0,7,59.32
25.0,7,388.0
33.0,4,436.02
4.0,2,60.2
2.0,51,22.19
2.0,56,18.98
5.0,19,55.0
18.0,14,271.85
23.0,6,240.4
63.0,8,338.0
9.0,2,50.04
15.0,25,317.54
27.0,1,167.95
63.0,2,194.75
15.0,4,110.0
14.0,6,47.6
14.0,1,19.55
14.0,10,202.98
32.0,5,242.84
0.0,35,5.49
1.0,9,6.97
0.0,26,6.2
36.0,25,175.0
20.0,26,330.15
36.0,12,198.24
17.0,37,180.0
31.0,6,648.38
32.0,7,612.88
10.0,1,102.1
30.0,2,392.07
10.0,9,149.49
2.0,6,27.66
25.0,3,326.74
1.0,3,5.98
1.0,7,5.84
23.0,3,221.48
29.0,2,315.0
21.0,3,286.42
15.0,23,188.33
31.0,1,344.83
54.0,17,287.5
29.0,25,248.32
25.0,19,175.5
31.0,5,416.78
72.0,1,83.6
3.0,38,94.44
25.0,5,99.75
23.0,66,768.99
28.0,9,147.51
26.0,11,177.61
0.0,78,5.39
0.0,16,6.71
35.0,6,393.33
18.0,3,162.33
15.0,7,292.56
3.0,1,36.13
4.0,1,41.68
3.0,3,38.67
1.0,6,29.29
1.0,5,13.79
1.0,1,10.34
1.0,4,13.93
19.0,24,375.62
49.0,5,181.62
22.0,18,155.0
11.0,1,52.89
13.0,1,59.44
5.0,7,84.4
18.0,2,109.62
17.0,5,59.46
12.0,5,66.22
0.0,29,5.29
15.0,27,417.52
13.0,25,306.9
43.0,22,1237.0
44.0,11,386.5
27.0,13,358.4
21.0,12,546.6
22.0,21,145.0
1.0,1,10.0
43.0,34,370.0
36.0,9,53.6
42.0,30,308.86
29.0,6,285.0
53.0,17,343.0
28.0,10,237.79
33.0,14,170.67
1.0,14,6.05
1.0,10,5.5
0.0,39,5.5
29.0,10,330.65
0.0,44,5.24
1.0,28,5.39
39.0,1,369.0
11.0,8,204.88
18.0,9,308.67
47.0,6,284.04
46.0,2,428.9
24.0,1,244.9
21.0,4,199.8
54.0,1,490.1
47.0,4,480.2
8.0,1,69.55
37.0,10,383.64
30.0,8,418.97
24.0,11,289.63
17.0,24,290.98
30.0,5,267.68
3.0,7,19.62
0.0,16,6.36
27.0,8,139.0
61.0,3,436.0
23.0,9,179.0
31.0,6,176.0
59.0,9,183.0
20.0,30,170.0
9.0,2,41.68
10.0,9,65.63
13.0,5,49.04
32.0,37,443.96
25.0,11,429.02
3.0,5,71.89
2.0,22,26.65
0.0,18,5.69
1.0,8,5.78
1.0,4,6.2
0.0,15,6.27
1.0,5,6.68
2.0,4,6.78
1.0,6,6.81
0.0,5,5.81
2.0,3,5.65
1.0,2,5.94
55.0,15,315.0
23.0,42,272.45
1.0,48,9.43
1.0,40,7.28
1.0,21,7.16
1.0,23,5.0
12.0,2,222.5
7.0,16,56.2
16.0,21,134.25
1.0,46,6.61
0.0,39,8.07
1.0,23,5.55
1.0,26,5.82
24.0,50,1146.49
3.0,9,30.2
33.0,15,427.0
19.0,26,139.65
55.0,46,644.0
47.0,12,605.38
14.0,19,175.25
37.0,12,206.6
9.0,78,145.0
8.0,5,174.05
1.0,102,31.25
28.0,49,279.5
5.0,52,71.25
40.0,32,335.75
10.0,59,187.5
25.0,55,424.8
51.0,15,231.0
49.0,31,485.0
54.0,6,70.0
22.0,9,270.5
16.0,21,134.65
35.0,6,441.7
14.0,9,165.1
11.0,1,96.67
60.0,11,448.7
4.0,42,59.9
34.0,9,433.0
15.0,5,155.5
6.0,11,41.5
1.0,36,29.0
30.0,18,239.0
51.0,15,258.88
18.0,37,236.48
32.0,21,106.68
41.0,25,327.55
26.0,29,309.0
52.0,10,593.9
30.0,6,225.96
37.0,36,509.25
21.0,39,331.49
21.0,20,204.68
5.0,35,95.01
13.0,3,152.17
3.0,4,46.4
2.0,9,25.36
48.0,3,439.0
60.0,5,231.0
21.0,26,415.0
2.0,49,33.39
17.0,7,77.23
31.0,9,71.75
41.0,23,261.75
25.0,20,109.03
28.0,10,127.4
8.0,31,170.31
20.0,72,540.98
35.0,3,191.37
33.0,11,126.97
22.0,26,147.92
15.0,55,117.6
18.0,3,165.0
3.0,15,27.5
20.0,34,525.67
10.0,2,196.1
23.0,2,405.5
33.0,3,435.0
40.0,30,558.87
27.0,40,384.42
49.0,24,732.35
1.0,15,5.0
1.0,11,5.0
16.0,82,589.12
42.0,25,449.5
31.0,5,233.3
54.0,6,196.33
27.0,4,157.9
66.0,4,384.05
33.0,7,601.12
47.0,6,775.73
51.0,5,390.27
46.0,17,766.3
31.0,10,286.87
24.0,1,284.85
12.0,2,30.0
40.0,1,40.0
16.0,16,258.52
16.0,10,127.5
35.0,1,38.73
20.0,5,77.5
3.0,4,5.0
10.0,8,30.1
17.0,14,45.0
18.0,25,344.76
22.0,9,235.88
54.0,11,570.5
9.0,40,161.17
0.0,9,5.34
26.0,15,212.5
18.0,8,221.4
1.0,33,8.88
1.0,24,6.53
49.0,14,490.18
46.0,2,471.3
25.0,6,188.56
3.0,21,29.04
36.0,6,234.88
36.0,23,463.5
38.0,8,139.85
39.0,6,242.29
45.0,5,343.7
44.0,1,92.74
9.0,7,307.8
54.0,32,433.13
19.0,54,507.65
31.0,2,192.44
25.0,17,258.0
15.0,6,84.09
43.0,5,154.4
22.0,10,159.1
4.0,24,37.14
46.0,16,261.44
26.0,6,346.7
8.0,33,100.32
16.0,21,292.0
50.0,12,312.75
49.0,6,287.0
50.0,12,230.5
48.0,5,510.75
48.0,6,488.25
4.0,6,80.11
12.0,8,86.49
10.0,2,47.47
9.0,5,60.45
2.0,3,11.76
35.0,25,300.07
44.0,15,186.19
32.0,16,163.48
35.0,20,283.05
35.0,4,131.0
32.0,33,347.52
9.0,55,74.25
64.0,37,426.0
2.0,37,12.25
14.0,32,116.9
0.0,22,5.39
0.0,19,5.62
2.0,18,50.41
68.0,2,212.4
24.0,15,414.05
2.0,3,11.31
50.0,1,117.1
11.0,1,38.1
13.0,3,30.2
21.0,25,222.5
36.0,30,945.0
61.0,9,184.0
56.0,16,1293.0
35.0,7,279.07
1.0,21,10.0
49.0,1,227.1
3.0,5,34.8
94.0,1,697.9
1.0,9,5.81
1.0,1,6.25
0.0,24,5.94
1.0,12,5.81
1.0,6,5.7
13.0,40,169.92
33.0,6,149.75
16.0,23,151.57
32.0,34,247.8
61.0,52,1682.0
15.0,52,483.67
27.0,7,287.4
41.0,14,747.22
7.0,4,97.0
1.0,16,6.14
0.0,79,5.0
39.0,5,268.5
47.0,11,240.9
13.0,28,336.86
41.0,15,510.3
8.0,14,120.0
48.0,2,290.15
37.0,4,187.26
63.0,2,408.69
38.0,2,233.6
68.0,1,264.39
66.0,2,683.39
30.0,1,264.0
63.0,1,555.5
20.0,16,155.5
7.0,37,153.3
3.0,8,54.36
6.0,20,146.4
3.0,30,67.76
3.0,13,45.89
44.0,10,304.4
14.0,33,352.85
17.0,18,359.15
10.0,17,196.78
27.0,10,306.15
42.0,22,701.4
5.0,37,100.0
15.0,28,125.2
0.0,19,5.23
0.0,15,5.2
0.0,23,5.25
1.0,11,5.15
0.0,19,5.51
0.0,13,5.22
0.0,14,5.07
18.0,34,181.5
47.0,28,465.7
29.0,21,398.32
3.0,20,34.06
3.0,15,46.07
32.0,8,349.39
43.0,3,178.95
25.0,12,529.43
27.0,2,370.2
27.0,1,485.5
39.0,8,491.53
48.0,1,44.5
42.0,1,56.33
25.0,28,204.75
1.0,42,7.11
11.0,17,171.17
5.0,11,66.22
46.0,3,395.33
42.0,4,362.5
49.0,6,365.0
50.0,3,340.0
53.0,2,235.0
1.0,23,9.12
27.0,30,391.89
37.0,39,208.74
48.0,26,232.16
31.0,55,454.75
33.0,70,335.08
30.0,92,398.56
35.0,116,574.51
29.0,20,417.22
4.0,28,30.61
28.0,20,499.88
41.0,10,214.32
2.0,1,28.38
52.0,4,662.38
27.0,20,250.62
1.0,30,24.25
12.0,18,111.36
7.0,18,62.9
9.0,25,101.45
10.0,10,84.0
1.0,12,5.0
31.0,2,272.44
0.0,4,5.76
38.0,26,317.83
14.0,6,365.25
18.0,6,534.65
1.0,7,5.0
7.0,16,74.0
2.0,19,56.67
4.0,10,30.0
2.0,43,33.39
11.0,26,164.42
7.0,5,71.38
3.0,1,24.45
3.0,2,22.12
6.0,8,49.45
2.0,5,19.7
28.0,15,204.86
11.0,10,58.09
5.0,26,70.21
1.0,11,9.63
29.0,11,152.8
48.0,33,312.95
37.0,37,269.53
23.0,38,165.15
31.0,28,275.25
55.0,14,251.0
47.0,19,325.42
9.0,32,143.72
16.0,51,167.97
40.0,46,199.2
27.0,59,360.85
29.0,46,260.0
23.0,76,402.83
32.0,46,265.56
37.0,19,157.12
46.0,11,346.15
34.0,4,280.07
27.0,19,330.4
7.0,13,55.87
27.0,2,252.0
12.0,16,142.0
46.0,4,562.7
19.0,29,451.0
33.0,12,136.81
26.0,2,239.53
44.0,3,163.67
43.0,5,274.84
29.0,7,169.21
30.0,6,334.86
48.0,11,576.6
23.0,7,190.2
27.0,10,394.92
51.0,23,377.82
1.0,5,8.04
31.0,39,902.5
30.0,4,540.22
28.0,8,430.58
36.0,18,503.0
1.0,25,11.73
1.0,17,15.68
4.0,11,21.34
2.0,17,21.59
53.0,8,184.49
67.0,3,99.9
38.0,1,487.67
9.0,23,172.6
19.0,9,290.0
15.0,41,159.56
53.0,22,287.05
13.0,16,64.89
18.0,6,449.4
26.0,9,626.75
23.0,2,395.2
36.0,1,1121.1
32.0,1,304.95
26.0,1,390.75
25.0,1,531.4
36.0,13,499.47
5.0,9,241.59
40.0,18,735.04
22.0,6,352.03
24.0,4,156.87
24.0,3,65.3
13.0,8,67.82
0.0,26,5.0
41.0,29,373.06
20.0,13,191.92
26.0,3,249.71
3.0,4,17.52
37.0,23,203.2
37.0,8,299.23
1.0,4,5.0
16.0,12,146.0
38.0,12,292.5
6.0,27,180.4
19.0,47,355.83
16.0,12,253.64
32.0,2,283.52
3.0,11,25.0
1.0,4,5.38
47.0,31,194.5
7.0,84,133.0
0.0,12,5.02
1.0,6,5.65
0.0,6,5.75
2.0,1,5.21
1.0,8,5.41
0.0,11,5.61
0.0,11,6.3
1.0,4,5.58
1.0,2,5.59
1.0,6,5.56
1.0,9,5.62
1.0,3,5.6
1.0,4,5.59
0.0,9,5.75
1.0,7,6.03
0.0,8,6.29
1.0,3,6.68
52.0,3,86.95
1.0,6,5.43
2.0,5,5.23
1.0,5,5.79
2.0,3,5.77
1.0,10,5.79
0.0,12,5.76
26.0,1,185.9
46.0,2,384.1
18.0,4,120.13
13.0,2,145.0
15.0,1,177.65
16.0,19,292.17
3.0,22,46.75
3.0,1,20.0
21.0,8,108.07
10.0,11,114.2
32.0,20,416.61
31.0,10,350.5
2.0,4,10.0
29.0,4,470.83
13.0,4,94.02
40.0,5,202.84
37.0,1,97.45
36.0,5,212.41
8.0,18,60.3
18.0,19,339.85
19.0,10,177.22
42.0,13,814.52
47.0,17,780.98
31.0,24,545.83
52.0,16,757.41
9.0,8,127.1
14.0,12,194.8
43.0,10,358.1
47.0,9,263.5
56.0,6,378.68
60.0,4,213.7
48.0,31,711.3
25.0,17,255.32
55.0,2,63.94
13.0,4,140.07
0.0,38,6.25
19.0,15,172.35
4.0,19,29.7
33.0,18,116.0
15.0,3,98.2
31.0,14,310.71
57.0,21,546.0
71.0,1,107.0
58.0,7,197.0
52.0,8,257.15
31.0,13,208.1
30.0,4,506.9
39.0,4,419.87
30.0,2,234.75
42.0,5,303.55
28.0,4,370.65
54.0,2,251.95
45.0,2,483.65
61.0,4,642.1
51.0,1,133.65
31.0,5,107.7
64.0,1,112.8
20.0,1,190.43
60.0,1,227.4
43.0,6,260.0
60.0,5,537.6
26.0,3,174.8
60.0,5,619.2
39.0,4,358.05
48.0,2,299.3
22.0,8,321.85
20.0,24,620.0
27.0,12,224.38
14.0,37,140.4
17.0,25,167.7
6.0,24,37.5
42.0,23,330.0
36.0,65,532.9
51.0,57,478.1
38.0,51,378.7
41.0,45,282.7
39.0,46,451.3
45.0,19,457.2
16.0,35,260.1
2.0,8,15.9
64.0,2,58.3
24.0,11,976.27
2.0,17,15.42
29.0,17,327.0
100.0,13,454.0
15.0,24,165.0
14.0,19,45.0
61.0,21,777.0
17.0,31,115.0
26.0,21,198.06
24.0,2,298.38
11.0,7,91.85
39.0,7,216.63
20.0,8,158.82
16.0,11,124.6
3.0,20,65.7
15.0,10,105.6
1.0,36,22.8
11.0,29,256.75
25.0,27,504.1
45.0,9,369.7
26.0,11,262.23
1.0,31,33.0
5.0,4,65.4
6.0,2,55.1
5.0,11,57.76
13.0,34,238.68
12.0,19,222.0
19.0,20,323.96
14.0,13,191.05
17.0,41,265.63
49.0,11,374.62
33.0,3,182.6
32.0,7,585.56
1.0,5,6.81
13.0,31,131.0
7.0,34,40.0
31.0,15,166.48
17.0,22,121.37
40.0,28,250.0
3.0,20,45.0
3.0,23,28.0
19.0,18,238.12
38.0,14,220.25
33.0,1,342.7
32.0,2,237.04
31.0,21,127.27
60.0,9,70.85
58.0,25,181.25
51.0,37,336.0
51.0,43,477.5
45.0,41,293.25
53.0,13,157.75
52.0,28,323.75
6.0,35,25.25
1.0,2,8.36
27.0,3,217.45
56.0,2,184.92
53.0,3,161.1
56.0,3,183.6
1.0,1,5.0
4.0,7,20.0
45.0,7,169.5
30.0,29,209.75
24.0,31,304.1
1.0,4,5.0
26.0,12,420.36
22.0,15,139.56
7.0,17,91.71
33.0,23,420.12
8.0,14,162.19
5.0,18,69.11
23.0,5,72.2
14.0,20,133.88
59.0,21,189.5
58.0,21,179.5
68.0,20,176.2
28.0,28,185.27
7.0,4,180.43
21.0,1,36.0
1.0,8,11.97
3.0,6,10.8
33.0,17,236.9
10.0,10,30.3
3.0,19,28.15
3.0,4,9.6
9.0,18,134.67
1.0,4,6.21
0.0,5,5.9
1.0,11,5.62
25.0,36,359.78
33.0,21,184.05
19.0,47,238.67
1.0,6,7.39
2.0,3,5.91
2.0,1,5.15
6.0,23,45.85
21.0,3,160.53
23.0,32,363.98
31.0,7,246.72
24.0,75,600.8
16.0,64,277.3
27.0,3,354.75
28.0,41,318.82
42.0,30,294.55
20.0,56,284.5
27.0,19,262.9
2.0,41,17.55
17.0,70,459.82
5.0,2,10.0
9.0,4,80.85
15.0,2,62.7
7.0,10,53.23
10.0,15,57.35
6.0,9,48.56
1.0,3,6.51
1.0,3,6.56
2.0,3,6.4
2.0,2,5.98
1.0,2,6.24
18.0,32,458.33
10.0,28,189.38
0.0,6,5.59
1.0,3,5.77
1.0,6,6.09
1.0,2,6.23
1.0,8,6.63
0.0,1,5.94
33.0,34,150.67
24.0,30,179.5
15.0,47,118.73
29.0,40,514.62
43.0,16,183.81
62.0,6,118.62
19.0,2,207.5
14.0,6,89.33
31.0,29,260.68
21.0,47,650.0
1.0,7,5.6
1.0,7,6.26
26.0,14,367.78
12.0,9,156.7
5.0,25,61.25
33.0,16,331.5
4.0,10,28.0
45.0,4,101.62
1.0,22,18.25
1.0,34,8.86
13.0,39,215.0
2.0,34,54.78
30.0,16,567.5
36.0,44,474.9
24.0,28,279.6
48.0,4,220.0
14.0,4,100.0
30.0,2,184.76
8.0,5,215.28
24.0,4,635.58
50.0,21,990.5
13.0,39,314.0
15.0,24,196.03
11.0,21,149.18
5.0,31,106.4
21.0,7,211.3
7.0,36,218.25
30.0,34,459.19
0.0,22,5.25
42.0,6,225.0
46.0,11,230.0
7.0,4,610.0
24.0,7,322.1
31.0,3,263.91
24.0,5,372.04
8.0,50,90.0
0.0,86,10.0
24.0,30,392.64
31.0,16,229.92
26.0,27,294.86
36.0,18,122.77
1.0,16,20.0
33.0,5,120.58
37.0,20,204.0
1.0,29,5.0
11.0,6,44.47
16.0,6,86.85
12.0,12,85.58
13.0,3,54.34
19.0,1,36.72
6.0,8,42.83
5.0,13,65.0
5.0,6,65.62
48.0,16,549.1
14.0,30,357.3
34.0,5,119.46
10.0,9,44.74
6.0,19,39.65
34.0,78,434.75
15.0,1,268.3
26.0,16,160.33
22.0,9,188.84
42.0,25,796.76
46.0,6,426.19
50.0,13,524.59
27.0,16,341.38
45.0,22,573.74
47.0,18,630.52
41.0,6,259.31
0.0,17,0.01
23.0,11,526.66
25.0,9,565.05
31.0,26,362.67
29.0,34,327.15
8.0,13,114.57
51.0,11,496.79
55.0,13,691.44
37.0,7,354.34
13.0,22,117.1
32.0,5,183.6
48.0,2,154.75
42.0,5,255.65
18.0,6,71.7
15.0,10,155.0
2.0,9,10.0
26.0,29,176.8
1.0,7,15.0
5.0,22,45.0
35.0,16,264.5
44.0,11,224.33
31.0,26,415.27
29.0,19,649.2
53.0,13,687.3
50.0,17,322.02
11.0,23,120.0
33.0,34,375.73
50.0,14,250.07
2.0,18,25.25
39.0,6,405.46
2.0,12,20.1
38.0,28,271.45
38.0,31,463.9
1.0,46,20.0
28.0,13,138.7
36.0,18,441.48
13.0,14,108.56
31.0,16,299.62
39.0,1,399.0
54.0,4,729.0
27.0,2,400.0
37.0,15,375.75
17.0,11,197.22
5.0,29,57.3
25.0,18,244.7
21.0,46,404.38
38.0,5,218.28
2.0,24,21.81
3.0,37,31.57
2.0,21,22.76
2.0,26,32.61
8.0,6,30.22
4.0,6,18.35
4.0,16,37.28
36.0,14,266.0
33.0,12,687.38
38.0,22,374.52
17.0,23,597.0
0.0,52,5.0
16.0,38,445.0
6.0,23,15.0
39.0,16,519.16
54.0,11,299.9
5.0,8,49.97
26.0,9,164.32
5.0,10,44.96
50.0,6,416.1
27.0,29,434.9
0.0,7,10.77
1.0,4,6.14
4.0,25,115.55
39.0,20,978.75
17.0,51,258.36
26.0,16,249.33
18.0,58,333.88
34.0,11,298.38
26.0,9,330.17
24.0,1,500.98
30.0,8,143.75
15.0,33,177.79
1.0,12,5.45
34.0,30,177.31
20.0,24,154.1
18.0,47,225.48
31.0,23,145.66
9.0,22,86.31
2.0,25,25.77
2.0,17,17.81
0.0,27,6.25
9.0,20,212.98
32.0,3,217.09
39.0,16,343.1
18.0,16,192.01
54.0,19,638.0
33.0,14,282.56
31.0,34,247.17
46.0,12,683.9
30.0,38,290.8
14.0,38,180.62
29.0,33,265.95
20.0,24,357.0
50.0,4,290.15
55.0,5,396.25
55.0,2,111.0
19.0,3,80.8
42.0,3,195.75
35.0,11,208.07
61.0,11,197.0
26.0,9,256.08
49.0,2,138.5
55.0,2,306.0
55.0,1,219.0
49.0,3,117.18
6.0,20,117.42
59.0,16,396.4
25.0,23,374.7
25.0,11,286.5
20.0,19,371.5
22.0,24,257.98
34.0,15,172.94
7.0,8,80.0
3.0,4,20.0
13.0,10,345.0
11.0,33,138.78
26.0,34,335.57
27.0,30,605.29
54.0,2,139.87
23.0,11,123.56
18.0,25,177.34
10.0,5,138.2
21.0,5,177.0
24.0,3,219.1
5.0,3,30.0
39.0,2,227.05
32.0,2,254.8
20.0,12,189.0
19.0,2,207.5
48.0,1,295.0
17.0,93,500.0
41.0,45,450.0
46.0,48,780.0
49.0,51,933.0
27.0,16,333.15
4.0,34,67.05
4.0,36,69.91
6.0,77,113.82
18.0,41,244.61
1.0,17,8.75
10.0,48,165.33
22.0,30,261.64
65.0,17,116.4
10.0,16,130.0
1.0,2,6.96
1.0,4,7.08
3.0,15,30.1
28.0,24,304.5
8.0,44,125.49
18.0,53,509.63
22.0,55,633.41
10.0,14,62.38
8.0,17,60.62
3.0,15,23.74
3.0,16,35.87
6.0,4,26.14
14.0,10,56.59
50.0,28,560.67
39.0,13,310.25
40.0,13,182.33
48.0,17,665.25
39.0,16,591.0
35.0,35,435.33
42.0,28,866.42
51.0,10,296.62
48.0,4,263.77
46.0,23,355.1
26.0,5,198.13
45.0,13,684.74
26.0,25,493.25
6.0,3,51.25
37.0,5,428.5
34.0,7,393.64
31.0,5,547.0
5.0,18,37.34
36.0,18,427.56
38.0,17,404.2
2.0,15,31.17
54.0,13,547.1
1.0,21,9.61
10.0,45,434.13
1.0,9,5.37
1.0,14,6.64
1.0,8,8.62
0.0,9,8.19
2.0,1,15.0
12.0,5,107.7
0.0,14,5.36
43.0,1,577.17
48.0,5,591.87
50.0,7,571.93
55.0,6,427.35
38.0,3,413.05
48.0,5,799.5
11.0,7,150.0
57.0,4,571.0
31.0,39,460.59
4.0,32,60.52
4.0,31,47.26
3.0,35,20.37
1.0,19,13.12
6.0,35,72.15
1.0,32,5.15
0.0,39,5.27
1.0,55,23.04
4.0,9,6.85
20.0,17,237.97
62.0,20,179.33
39.0,16,148.56
55.0,3,70.12
8.0,16,229.25
58.0,8,596.05
59.0,40,307.73
20.0,86,251.1
12.0,57,125.0
34.0,9,347.0
46.0,23,310.82
18.0,18,167.0
15.0,12,76.49
15.0,20,192.1
16.0,21,128.73
32.0,7,209.55
23.0,7,331.08
32.0,5,274.05
30.0,2,510.62
4.0,15,43.6
0.0,27,5.4
35.0,10,185.29
31.0,33,348.67
18.0,20,139.51
18.0,18,130.52
4.0,7,59.09
13.0,3,135.63
19.0,7,169.95
40.0,3,457.37
0.0,8,5.99
1.0,5,6.08
1.0,2,5.89
1.0,3,5.79
65.0,3,403.0
43.0,26,466.0
21.0,25,276.73
32.0,74,312.5
12.0,89,167.5
19.0,8,373.36
15.0,33,187.63
36.0,23,461.7
37.0,6,593.93
56.0,11,450.67
55.0,11,239.78
39.0,9,527.98
34.0,8,377.64
30.0,12,303.86
46.0,9,837.89
11.0,3,122.18
18.0,5,281.5
16.0,3,141.91
36.0,9,153.0
89.0,3,378.0
94.0,7,275.0
100.0,4,494.0
56.0,14,432.0
48.0,23,593.25
58.0,10,575.0
17.0,31,290.0
12.0,22,145.25
5.0,49,128.0
36.0,20,247.35
54.0,17,164.0
27.0,8,223.82
50.0,12,1176.0
4.0,23,53.0
28.0,1,276.0
3.0,43,49.11
1.0,45,6.45
1.0,19,5.08
0.0,24,5.33
1.0,12,5.41
0.0,12,5.17
38.0,7,307.25
15.0,1,102.5
35.0,5,329.28
0.0,79,5.0
19.0,6,120.5
48.0,37,648.71
0.0,16,5.0
1.0,6,15.06
2.0,13,24.9
38.0,8,304.88
12.0,7,148.86
8.0,6,49.38
4.0,11,42.07
3.0,9,28.47
4.0,5,37.09
0.0,5,5.3
0.0,4,5.23
36.0,27,552.5
53.0,22,1392.95
29.0,25,885.24
5.0,14,107.55
59.0,3,764.42
21.0,6,341.56
48.0,11,292.5
23.0,4,196.19
1.0,4,9.42
22.0,38,460.0
1.0,4,5.77
1.0,7,5.67
1.0,9,5.63
27.0,2,455.73
40.0,2,1137.93
1.0,10,6.91
0.0,6,6.37
1.0,2,5.35
2.0,2,5.41
72.0,1,200.9
67.0,1,122.7
67.0,1,122.9
24.0,37,968.52
1.0,8,5.65
1.0,4,5.42
2.0,3,5.16
2.0,1,5.33
1.0,8,8.02
7.0,18,60.0
0.0,12,5.12
1.0,4,5.47
2.0,3,4.99
1.0,3,6.67
1.0,5,5.15
2.0,1,5.17
1.0,3,4.99
4.0,1,4.99
1.0,8,4.99
0.0,34,4.99
1.0,5,5.38
1.0,1,4.99
1.0,10,6.92
1.0,9,6.0
1.0,1,6.0
2.0,1,5.13
1.0,2,4.99
1.0,2,5.44
3.0,2,4.99
1.0,2,4.99
1.0,6,5.55
6.0,1,4.99
1.0,1,4.99
2.0,1,4.99
0.0,13,6.42
5.0,1,4.98
1.0,1,6.55
0.0,7,5.93
1.0,2,4.98
1.0,1,4.98
1.0,3,5.52
1.0,2,6.25
38.0,3,638.3
54.0,3,458.6
45.0,24,480.55
19.0,13,266.85
24.0,5,514.5
33.0,17,463.47
58.0,2,153.0
22.0,1,99.0
20.0,2,262.5
2.0,5,30.1
35.0,3,372.09
39.0,6,150.95
46.0,1,93.05
30.0,8,272.57
8.0,3,7.68
51.0,8,180.11
46.0,5,63.06
30.0,30,377.06
74.0,8,347.61
37.0,21,252.42
15.0,88,135.48
35.0,1,407.3
44.0,1,145.45
32.0,1,130.0
53.0,1,98.3
57.0,2,94.5
45.0,1,164.55
14.0,1,112.5
45.0,33,476.0
0.0,36,9.91
2.0,3,9.71
1.0,20,9.33
1.0,51,7.52
0.0,56,6.52
0.0,52,6.32
1.0,17,7.37
0.0,56,5.91
0.0,29,6.09
1.0,41,5.59
0.0,72,6.66
0.0,35,5.86
0.0,66,6.59
0.0,44,6.81
8.0,2,139.83
1.0,4,10.45
1.0,1,9.37
1.0,3,7.42
2.0,1,8.05
1.0,5,8.22
33.0,11,605.59
43.0,4,455.21
14.0,5,73.98
29.0,6,323.31
32.0,25,107.22
44.0,15,649.7
33.0,24,579.0
3.0,30,21.15
12.0,2,16.9
7.0,12,112.2
27.0,25,386.93
0.0,21,5.0
2.0,11,29.8
25.0,16,292.25
6.0,13,79.75
4.0,20,67.0
24.0,14,261.5
2.0,12,31.25
1.0,15,10.0
1.0,13,10.0
1.0,24,15.0
0.0,23,5.0
1.0,29,10.0
20.0,23,508.33
18.0,8,284.31
21.0,5,156.58
17.0,20,199.5
22.0,31,356.12
10.0,10,63.0
3.0,9,25.0
2.0,28,24.75
54.0,5,801.8
14.0,2,104.0
32.0,14,181.5
42.0,32,457.5
44.0,3,136.96
16.0,7,108.1
4.0,23,50.0
39.0,15,616.4
42.0,14,349.4
41.0,1,408.01
55.0,2,759.06
0.0,3,5.0
38.0,36,364.0
5.0,8,62.5
14.0,1,28.9
9.0,1,51.0
29.0,2,616.5
26.0,2,426.2
35.0,3,127.04
50.0,9,497.0
32.0,6,304.5
36.0,8,233.5
5.0,7,59.74
0.0,21,5.0
83.0,1,444.39
19.0,9,213.38
47.0,16,187.15
48.0,5,103.0
19.0,15,301.6
43.0,14,292.6
35.0,16,443.95
58.0,3,219.56
1.0,18,8.48
0.0,19,6.73
4.0,4,42.4
29.0,3,203.92
72.0,1,385.53
45.0,2,193.15
77.0,3,339.85
47.0,3,142.4
8.0,30,180.6
1.0,67,15.0
73.0,2,302.7
1.0,7,7.86
71.0,4,81.0
10.0,10,53.0
50.0,11,346.0
49.0,7,176.0
29.0,26,950.0
4.0,34,139.0
38.0,41,1318.0
0.0,19,4.99
0.0,6,4.98
1.0,4,5.0
1.0,6,4.97
2.0,2,4.95
0.0,2,4.92
17.0,20,164.5
18.0,41,307.5
32.0,8,159.55
21.0,28,428.0
7.0,22,110.0
2.0,9,15.0
26.0,24,394.64
34.0,4,269.88
11.0,4,109.86
40.0,3,391.37
26.0,6,313.92
29.0,52,953.12
26.0,34,1092.0
53.0,27,1516.0
8.0,11,75.0
3.0,3,33.0
56.0,4,573.0
53.0,3,521.0
30.0,23,320.67
24.0,30,269.4
34.0,6,299.55
49.0,9,318.7
51.0,3,300.0
25.0,8,286.4
13.0,25,249.6
39.0,13,356.0
32.0,12,647.6
19.0,11,179.8
25.0,7,114.15
35.0,9,217.85
12.0,34,380.0
15.0,32,365.0
20.0,31,500.0
12.0,34,193.25
17.0,51,466.9
23.0,23,571.36
9.0,35,170.0
5.0,34,44.2
2.0,33,15.22
2.0,28,10.0
43.0,13,510.0
21.0,31,448.62
29.0,24,242.09
57.0,20,421.0
55.0,26,902.0
6.0,10,93.33
15.0,2,233.0
53.0,5,665.0
53.0,17,617.0
